"Source","Site_source","Target","Site_target","Transfers","Year","Week"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","5","2015","34"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","7","2015","35"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","5","2015","36"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","2","2015","37"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","3","2015","38"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","6","2015","39"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","4","2015","40"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","1","2015","41"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","3","2015","42"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","2","2015","43"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","4","2015","44"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","5","2015","45"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","3","2015","46"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","3","2015","47"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","5","2015","48"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","2","2015","49"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","5","2015","50"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","4","2015","52"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","2","2016","00"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","5","2016","01"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","3","2016","02"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","3","2016","03"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","3","2016","04"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","5","2016","05"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","2","2016","06"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","3","2016","07"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","9","2016","08"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","7","2016","09"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","5","2016","10"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","1","2016","11"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","6","2016","12"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","5","2016","13"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","7","2016","14"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","5","2016","15"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","2","2016","16"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","4","2016","17"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","1","2016","18"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","9","2016","19"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","9","2016","20"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","4","2016","21"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","8","2016","22"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","5","2016","23"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","3","2016","24"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","3","2016","25"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard8","PRUH","1","2016","26"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","4","2014","48"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","5","2014","49"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","11","2014","50"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","3","2014","51"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","1","2014","52"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","3","2015","00"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","2","2015","01"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","3","2015","02"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","5","2015","03"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","4","2015","04"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","5","2015","05"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","3","2015","06"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","4","2015","07"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","6","2015","08"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","5","2015","09"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","4","2015","10"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","1","2015","11"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","5","2015","12"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","2","2015","13"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","2","2015","14"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","1","2015","15"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","1","2015","16"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","7","2015","17"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","5","2015","18"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","3","2015","19"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","4","2015","20"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","4","2015","21"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","2","2015","22"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","2","2015","23"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","1","2015","24"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","6","2015","25"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","6","2015","26"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","10","2015","27"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","7","2015","28"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","2","2015","29"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","7","2015","30"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","10","2015","31"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","7","2015","32"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","7","2015","33"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","7","2015","34"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","8","2015","35"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","9","2015","36"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","7","2015","37"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","7","2015","38"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","2","2015","39"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","4","2015","40"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","4","2015","41"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","5","2015","42"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","4","2015","43"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","8","2015","44"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","8","2015","45"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","44","2015","46"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","36","2015","47"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","18","2015","48"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","24","2015","49"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","12","2015","50"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","15","2015","51"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","4","2015","52"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","8","2016","00"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","9","2016","01"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","8","2016","02"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","16","2016","03"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","10","2016","04"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","11","2016","05"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","10","2016","06"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","10","2016","07"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","10","2016","08"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","8","2016","09"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","9","2016","10"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","7","2016","11"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","6","2016","12"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","7","2016","13"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","5","2016","14"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","2","2016","15"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","8","2016","16"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","8","2016","17"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","6","2016","18"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","2","2016","19"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","9","2016","20"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","9","2016","21"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","10","2016","22"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","3","2016","23"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","5","2016","24"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","8","2016","25"
"AcuteMedicalUnit.EAU","PRUH","MedicalWard9","PRUH","1","2016","26"
"AcuteMedicalUnit.EAU","PRUH","Ontario.ORP.","Orpington","1","2016","24"
"AcuteMedicalUnit.EAU","PRUH","PlannedInvestigationUnit","PRUH","1","2014","51"
"AcuteMedicalUnit.EAU","PRUH","PlannedInvestigationUnit","PRUH","1","2014","52"
"AcuteMedicalUnit.EAU","PRUH","PlannedInvestigationUnit","PRUH","1","2015","00"
"AcuteMedicalUnit.EAU","PRUH","PlannedInvestigationUnit","PRUH","2","2015","01"
"AcuteMedicalUnit.EAU","PRUH","PlannedInvestigationUnit","PRUH","1","2015","02"
"AcuteMedicalUnit.EAU","PRUH","PlannedInvestigationUnit","PRUH","2","2015","03"
"AcuteMedicalUnit.EAU","PRUH","PlannedInvestigationUnit","PRUH","7","2015","04"
"AcuteMedicalUnit.EAU","PRUH","PlannedInvestigationUnit","PRUH","1","2015","05"
"AcuteMedicalUnit.EAU","PRUH","PlannedInvestigationUnit","PRUH","2","2015","07"
"AcuteMedicalUnit.EAU","PRUH","PlannedInvestigationUnit","PRUH","1","2015","08"
"AcuteMedicalUnit.EAU","PRUH","PlannedInvestigationUnit","PRUH","2","2015","09"
"AcuteMedicalUnit.EAU","PRUH","PlannedInvestigationUnit","PRUH","1","2015","12"
"AcuteMedicalUnit.EAU","PRUH","PlannedInvestigationUnit","PRUH","5","2015","13"
"AcuteMedicalUnit.EAU","PRUH","PlannedInvestigationUnit","PRUH","3","2015","14"
"AcuteMedicalUnit.EAU","PRUH","PlannedInvestigationUnit","PRUH","1","2015","20"
"AcuteMedicalUnit.EAU","PRUH","PlannedInvestigationUnit","PRUH","1","2016","03"
"AcuteMedicalUnit.EAU","PRUH","PlannedInvestigationUnit","PRUH","1","2016","04"
"AcuteMedicalUnit.EAU","PRUH","PlannedInvestigationUnit","PRUH","2","2016","06"
"AcuteMedicalUnit.EAU","PRUH","PlannedInvestigationUnit","PRUH","1","2016","09"
"AcuteMedicalUnit.EAU","PRUH","PlannedInvestigationUnit","PRUH","1","2016","11"
"AcuteMedicalUnit.EAU","PRUH","PlannedInvestigationUnit","PRUH","1","2016","12"
"AcuteMedicalUnit.EAU","PRUH","PlannedInvestigationUnit","PRUH","2","2016","14"
"AcuteMedicalUnit.EAU","PRUH","PlannedInvestigationUnit","PRUH","3","2016","15"
"AcuteMedicalUnit.EAU","PRUH","PlannedInvestigationUnit","PRUH","2","2016","16"
"AcuteMedicalUnit.EAU","PRUH","PlannedInvestigationUnit","PRUH","1","2016","17"
"AcuteMedicalUnit.EAU","PRUH","PlannedInvestigationUnit","PRUH","1","2016","18"
"AcuteMedicalUnit.EAU","PRUH","PlannedInvestigationUnit","PRUH","3","2016","19"
"AcuteMedicalUnit.EAU","PRUH","PlannedInvestigationUnit","PRUH","1","2016","20"
"AcuteMedicalUnit.EAU","PRUH","RDLawrence","DH","1","2015","37"
"AcuteMedicalUnit.EAU","PRUH","RecoveryWard1","PRUH","1","2015","03"
"AcuteMedicalUnit.EAU","PRUH","RecoveryWard1","PRUH","1","2015","05"
"AcuteMedicalUnit.EAU","PRUH","RecoveryWard1","PRUH","1","2015","10"
"AcuteMedicalUnit.EAU","PRUH","RecoveryWard1","PRUH","1","2015","13"
"AcuteMedicalUnit.EAU","PRUH","RecoveryWard1","PRUH","1","2015","33"
"AcuteMedicalUnit.EAU","PRUH","SamOram","DH","1","2015","04"
"AcuteMedicalUnit.EAU","PRUH","SamOram","DH","1","2015","12"
"AcuteMedicalUnit.EAU","PRUH","SamOram","DH","1","2015","14"
"AcuteMedicalUnit.EAU","PRUH","SamOram","DH","1","2016","02"
"AcuteMedicalUnit.EAU","PRUH","SamOram","DH","1","2016","16"
"AcuteMedicalUnit.EAU","PRUH","StrokeUnit.PRUH.","PRUH","1","2015","06"
"AcuteMedicalUnit.EAU","PRUH","StrokeUnit.PRUH.","PRUH","1","2016","19"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","3","2014","48"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","2","2014","49"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","4","2014","50"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","2","2014","51"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","1","2015","00"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","2","2015","01"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","3","2015","02"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","2","2015","03"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","4","2015","04"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","1","2015","05"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","2","2015","06"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","2","2015","07"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","1","2015","08"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","1","2015","09"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","3","2015","10"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","3","2015","11"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","5","2015","12"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","1","2015","13"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","3","2015","14"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","1","2015","15"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","4","2015","16"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","6","2015","17"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","4","2015","18"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","2","2015","19"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","3","2015","20"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","3","2015","21"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","1","2015","22"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","3","2015","23"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","4","2015","24"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","5","2015","26"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","4","2015","27"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","2","2015","28"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","1","2015","29"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","2","2015","30"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","5","2015","31"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","2","2015","32"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","2","2015","33"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","3","2015","34"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","6","2015","35"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","4","2015","36"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","2","2015","37"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","3","2015","38"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","4","2015","39"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","4","2015","41"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","2","2015","42"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","2","2015","43"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","8","2015","44"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","3","2015","45"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","3","2015","46"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","2","2015","47"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","4","2015","48"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","2","2015","49"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","5","2015","50"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","7","2015","51"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","3","2015","52"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","1","2016","01"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","3","2016","02"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","1","2016","03"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","6","2016","05"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","4","2016","06"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","3","2016","08"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","1","2016","09"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","2","2016","10"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","2","2016","11"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","4","2016","12"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","1","2016","13"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","4","2016","14"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","3","2016","15"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","2","2016","16"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","2","2016","17"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","3","2016","18"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","2","2016","19"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","3","2016","20"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","3","2016","22"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","2","2016","23"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","1","2016","24"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","3","2016","25"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard1.Darwin1.","PRUH","2","2016","26"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","2","2014","48"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","3","2014","49"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","1","2014","50"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","4","2014","51"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","2","2015","00"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","2","2015","01"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","4","2015","02"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","3","2015","03"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","1","2015","05"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","4","2015","06"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","3","2015","07"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","5","2015","08"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","3","2015","09"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","1","2015","10"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","2","2015","11"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","4","2015","12"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","1","2015","13"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","4","2015","14"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","4","2015","16"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","2","2015","18"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","1","2015","19"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","6","2015","20"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","1","2015","22"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","1","2015","23"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","3","2015","24"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","2","2015","25"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","4","2015","26"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","4","2015","27"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","4","2015","28"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","2","2015","29"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","4","2015","30"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","3","2015","32"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","2","2015","33"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","2","2015","34"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","3","2015","35"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","3","2015","36"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","1","2015","37"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","3","2015","39"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","5","2015","40"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","1","2015","41"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","3","2015","42"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","2","2015","43"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","4","2015","44"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","3","2015","45"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","2","2015","46"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","1","2015","47"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","4","2015","48"
"AcuteMedicalUnit.EAU","PRUH","SurgicalWard2.Darwin2.","PRUH","3","2015","49"
